image,R_mean,R_std,R_skew,R_kurtosis,G_mean,G_std,G_skew,G_kurtosis,B_mean,B_std,B_skew,B_kurtosis,overall_mean,overall_std,psnr,ssim
001,7.1499352,34.21538,-0.03481056,0.35996032,6.233049,32.159378,-0.06789918,0.68010926,7.109182,32.586075,-0.0017147695,0.68155456,6.8307223,33.00155,17.577934142256325,0.5714318390230095
002,2.599397,27.274998,-0.013675243,1.0101333,3.2479503,26.181532,-0.014067412,1.2936869,4.447918,26.470087,0.0030478055,1.2658277,3.431755,26.657225,19.543119138577225,0.7600134944421425
003,7.9951925,32.215405,0.16754179,0.65430117,-4.235933,32.75806,0.1252711,0.5648873,9.607502,29.882238,0.15614575,1.397049,4.4555874,32.241196,17.88042078954905,0.4156812568891928
004,-1.3102369,14.045948,0.65426964,9.187084,-0.46355116,13.586701,0.8805178,12.879501,-1.0179948,13.221887,1.1629469,17.898283,-0.93059427,13.626877,25.42267015215681,0.8208355024837161
005,1.3131738,17.219698,0.16949217,1.843451,1.7475123,15.6881,0.501145,5.5200014,-1.0510068,15.211898,0.687493,8.293996,0.6698931,16.109758,23.981520436476792,0.8041645118466366
006,8.678247,34.201073,0.14986324,0.6253655,7.683547,32.8821,0.15650775,0.74014926,-3.037408,29.163746,0.24136843,1.8699808,4.441462,32.58765,17.789809590871258,0.3305522214094213
007,-0.10523909,26.62363,-0.1714756,2.2301216,0.019538363,25.623514,-0.21182337,2.7307062,-0.2261296,25.57818,-0.22296831,3.1027765,-0.103943445,25.946459,19.84917258148847,0.42661815287832144
008,4.302128,23.923159,0.298634,1.2042661,4.172576,22.679808,0.3635602,1.7471867,5.7229977,22.413715,0.39926457,2.1972961,4.7325673,23.025677,20.70685953897303,0.12566028032134124
009,6.3820424,32.5816,-0.33433226,0.58309865,-9.844232,31.037857,-0.4008588,1.171526,-3.9067316,30.567997,-0.123651445,1.753036,-2.456307,32.114967,17.97132214012815,0.3566871729229171
010,7.885979,32.823586,0.13585082,0.88251615,-4.272706,31.96109,0.12103899,1.0801024,-1.0727687,29.538904,0.20576298,1.7803435,0.84683484,31.889864,18.054688904867838,0.5032217686660143
011,-3.66315,29.207317,0.13349843,1.5695248,-2.298643,28.73713,0.13882267,1.541101,0.082537316,27.625263,0.09941938,2.4277549,-1.959752,28.572905,18.991333391413818,0.48619453441064914
012,3.4616468,22.811682,0.13680634,2.6527534,-0.99978256,21.81704,0.20528024,3.6319475,3.7846775,21.086454,0.24298556,4.9445395,2.0821807,22.024944,21.23386542135542,0.6331501300835788
013,3.9965928,17.12592,0.74189216,15.937241,-0.4222764,16.506878,0.8233854,18.83345,4.650664,16.22811,0.8844313,21.277412,2.74166,16.776525,23.52229896462103,0.5599980143396598
014,-1.4879215,27.698257,0.4183463,1.6958008,11.157355,24.869873,0.5086948,2.815876,2.298683,23.550941,0.5926085,4.3630595,3.9893723,25.978132,19.7374160051278,0.3288337653799611
015,0.9456539,21.430758,0.40985218,4.8201065,6.3350973,22.108042,0.36165214,3.7381182,0.8287967,20.687223,0.516008,5.8010645,2.7031827,21.570019,21.38611552985482,0.4514585475698804
016,-6.2076693,42.510254,-0.08692312,-0.10752463,-4.844113,41.622826,-0.044528507,-0.099606514,-5.921051,41.9445,0.0064560086,-0.062748194,-5.657611,42.03156,15.581311708180184,0.23563093833755622
017,-4.137408,25.361235,0.0331773,1.229775,-3.721196,24.721794,0.043124013,1.376226,-2.8815749,24.577778,0.0766077,1.8044658,-3.5800595,24.894745,20.119751402778967,0.7669046579945528
018,-2.4523475,35.906548,0.08077226,0.51839566,9.385359,32.48478,0.08937827,0.9024513,10.800195,32.0764,0.14518774,0.95063996,5.911069,34.055626,17.358118541516745,0.36837533254794913
019,-1.1805289,20.152649,0.47492662,5.961729,5.8780274,19.752363,0.44559297,5.90199,6.315851,18.063597,0.6567061,12.0655775,3.6711166,19.646732,22.115949197802358,0.5357665395341781
020,4.7793303,24.200727,0.02299133,1.1348076,3.6449814,23.750256,0.041438695,1.2105074,3.7719052,24.086798,0.014217632,1.3290362,4.065406,24.018717,20.397135907028602,0.5751301437566649
021,-0.6711454,25.867445,0.116311006,3.465989,8.789327,26.75006,0.16007975,2.4681206,-1.860378,24.788864,0.047658216,4.6292305,2.0859344,26.25064,19.72066906650826,0.49037860142397943
022,-0.9945857,19.46037,0.4984573,5.8699856,-0.78469896,18.358135,0.5858646,7.5336475,-0.12476221,18.840902,0.59745336,7.334899,-0.6346823,18.89549,22.59874298241455,0.5738650919832188
023,-0.8462966,11.491247,2.1286478,47.516644,-1.7758468,11.336635,2.1406682,47.996044,-1.2974837,11.161414,2.5618558,59.608295,-1.3065424,11.336921,26.983598815685795,0.7653056622114
024,5.4129252,37.651184,-0.0787985,0.5219226,-6.00125,36.099552,-0.11107353,0.79676366,9.206093,35.138397,0.0029447768,0.77767134,2.8725896,36.88183,16.768288849213498,0.617417307489985
025,0.39294598,28.264215,-0.0675326,1.1367741,1.7368779,27.427385,-0.0679612,1.2992601,-3.1895843,28.019005,-0.0784148,1.2657695,-0.35325345,27.983105,19.192194022027785,0.5974570822328802
026,3.0283315,28.529736,-0.013167563,0.26693106,-4.3709006,27.634117,-0.0020443723,0.36111307,4.23155,26.713913,0.09830992,0.630311,0.9629936,27.896372,19.21467652899465,0.7803398234143298
027,-2.2868593,23.627062,0.2979026,2.8360815,4.483372,22.092592,0.3435214,4.1482906,-0.02852152,21.012335,0.49570668,5.9850836,0.7226637,22.446999,21.103138905128777,0.42639275304547514
028,-0.45184967,10.117965,3.2958477,72.94053,-1.0058827,9.675857,3.7487645,86.610916,1.8643299,9.846968,4.0188193,94.27942,0.13553251,9.959832,28.164959060314885,0.8202342308581957
029,10.556784,25.971426,0.22757827,2.9987822,9.082838,23.710844,0.25417453,4.4473763,11.535238,24.117693,0.23236716,4.43761,10.391621,24.64028,19.586958484610506,0.3489010973842935
030,-8.086939,23.803066,-0.7811316,0.052368402,-7.944833,24.158504,-0.7076371,-0.12467575,-0.59756887,25.63628,-0.5569629,-0.3237095,-5.543113,24.793385,20.032258134524774,0.09989556669317474
031,4.738887,28.780573,0.15035306,0.7045367,3.6447172,28.962767,0.12701122,0.65606785,5.4854026,25.489859,0.2651443,1.9591746,4.623002,27.800539,19.13127398508054,0.5689317999094503
032,5.3433385,25.004663,0.1775797,1.3734431,-2.5300245,24.924377,0.17107317,1.3552499,-1.6170442,24.066116,0.23554537,1.9716349,0.3987566,24.918037,20.19941464237324,0.6838636165786404
033,10.89638,29.820547,0.10287163,2.1772437,9.464677,27.943829,0.09956908,2.9086328,10.48473,28.089655,0.08331545,3.0036592,10.281929,28.637028,18.465644217097424,0.35049078552514573
034,8.964382,26.861158,0.27031788,2.1541686,-1.7471577,25.040833,0.29191345,3.4775572,8.972611,26.097256,0.35313818,2.3769164,5.396612,26.49643,19.490536126656043,0.25344540995858694
035,-2.082576,31.845362,0.088893615,1.4121289,-3.8342466,30.656654,0.09952004,1.5382214,-0.33200586,28.93892,-0.04344473,2.8563128,-2.0829427,30.537144,18.414076272112087,0.5059368530848795
036,1.3812131,40.58789,-0.044641837,0.37063408,2.097575,39.10689,-0.07960683,0.35002446,-5.449549,40.385033,-0.066096276,0.26434588,-0.6569204,40.176224,16.05025988581926,0.22021349952758093
037,3.2296274,27.391912,0.019790584,0.69626546,-2.962294,27.154873,0.024012934,0.7868836,3.1427376,27.059458,0.020898424,0.9105494,1.1366903,27.356441,19.382120400575083,0.24006675368306044
038,-1.000626,12.310401,1.6243178,28.294628,-0.29268423,12.081129,1.6141915,28.290913,-0.83254343,12.0407915,1.970614,36.087265,-0.70861787,12.148442,26.425640363957285,0.7554125106383734
039,8.464572,34.728836,0.056873925,0.09262252,-5.0728297,32.838768,0.122547135,0.2414341,-4.2729936,32.9905,0.1477975,0.34613848,-0.2937502,34.099033,17.47563994091067,0.4438505792926926
040,7.2366157,31.776913,-0.1276502,1.2173591,-2.2757564,30.182804,-0.07914982,1.4659624,-2.2065668,30.733131,-0.13907133,1.6942496,0.9180975,31.225988,18.236726941308397,0.48057499874538845
041,-2.6519036,25.918726,0.14907984,2.2158427,2.6893902,25.470459,0.18621604,2.3061004,4.180135,25.150476,0.1806463,2.5268493,1.4058737,25.683203,19.924826733007887,0.5337743782362496
042,-3.221632,34.32522,0.0427863,0.4560945,5.682794,32.824802,0.020197926,0.6351049,-1.040788,31.488903,0.04054784,1.1136127,0.47345802,33.117584,17.72874310063402,0.3814195766152168
043,-6.1124716,40.315678,-0.044870127,0.19586253,-4.936826,38.666462,-0.059478506,0.24988532,4.4424734,39.371807,-0.024451945,0.19738722,-2.2022748,39.738766,16.133198002327113,0.5375335920897378
044,11.64912,28.595116,0.23917662,1.7236753,-0.89559925,25.579966,0.27459466,3.194705,3.3478737,24.421438,0.25976288,4.714689,4.7004647,26.769705,19.446055362204063,0.4062071804600615
045,3.2703717,24.318531,0.061422773,0.97913265,-1.5598711,22.517384,0.11986595,1.9415412,5.086776,23.301476,0.124364145,1.6000848,2.2657588,23.558332,20.64792518896612,0.8028112837145848
046,7.4073668,31.48555,-0.024060648,1.0694189,-3.3045878,31.095314,0.033980984,1.0125594,-2.167931,30.722132,0.07606911,1.2438645,0.64494926,31.47141,18.170655644255465,0.4928014252059633
047,1.5675362,14.836184,0.5499817,6.429701,1.7448418,14.668367,0.55397004,6.7003536,-0.5275633,14.155821,0.8729381,11.984874,0.9282716,14.59287,24.830451736080896,0.8279599121258728
048,-2.0635467,31.399202,0.0768078,1.5102167,9.521853,28.878237,0.3314195,1.7685223,9.032936,28.666151,0.40326938,1.8987169,5.497081,30.152252,18.40240839569249,0.24177405549413242
049,-7.461659,36.73946,0.036382157,0.4397242,2.3543062,34.82457,0.050793633,0.55944204,2.0516675,35.410152,0.034181412,0.5347457,-1.0185618,35.957077,17.01163311200222,0.12794870931229188
050,4.872418,24.150757,0.3140851,2.3088202,4.5916343,24.222391,0.2940092,2.1631107,-1.0841073,22.664953,0.3894231,3.8513255,2.793315,23.848652,20.522352674014428,0.5608599779350105
051,-1.2385211,14.675215,1.4527788,19.515488,-2.0134087,15.469122,1.1234332,13.370327,-1.6265365,13.814592,1.907327,29.479286,-1.6261554,14.671956,24.74801870054165,0.6623315898041802
052,-3.1908443,36.466114,0.15465862,0.4793048,8.31125,35.903255,0.09162251,0.44041848,10.252896,33.082066,0.17836712,0.93238425,5.124434,35.678402,16.994015885767656,0.4294824330140418
053,6.250743,36.76496,-0.022623518,0.30027962,-2.9833944,34.165863,-0.0013599879,0.5945413,6.193269,34.92704,0.03503897,0.50872755,3.1535392,35.56853,17.07547945184705,0.6075061715795836
054,1.7860484,18.232056,0.31613046,3.7076707,-0.9722477,18.034792,0.35620502,4.0370293,1.5095675,17.947676,0.34816247,4.275637,0.7744561,18.114408,22.9623898370536,0.5356786856449359
055,4.9454813,29.240547,0.037678134,1.4079385,-5.770589,27.711582,0.030174516,1.8554883,-3.9563017,26.109035,-0.07347266,3.1032004,-1.5938032,28.109385,19.13983763255576,0.5739714251676262
056,-1.7333517,29.328081,0.02731392,0.51375604,-2.8413284,28.104399,0.07340955,0.7990048,3.4263148,27.960934,0.08857213,0.8554666,-0.38278845,28.60178,19.002165090233675,0.6507278233133209
057,8.002706,31.17956,0.19922206,1.326674,-0.22104965,28.641594,0.24057682,2.1042213,-0.75963557,29.669413,0.24863611,1.8890166,2.3406732,30.116512,18.528555574570515,0.3754675372245906
058,7.429717,35.646275,-0.036214698,0.85011005,7.4852653,33.855217,-0.014806651,1.0892472,8.819917,34.753418,-0.011222845,0.90976167,7.911633,34.765266,17.088604039912703,0.5652102616029663
059,-1.369794,14.615143,0.7595319,8.853942,-1.5263591,15.11601,0.6081634,6.42124,1.1330209,12.962757,1.6732724,27.185127,-0.58771074,14.312964,25.008895378401093,0.6034593900709143
060,0.923881,17.332405,0.38323814,4.733789,1.1272875,17.22373,0.36129338,4.9394836,-1.1754398,16.919094,0.45264104,6.3464146,0.29190955,17.190844,23.42360786630763,0.7571857949655479
061,1.8753709,31.421398,-0.021722868,0.2786498,1.8336287,31.502283,-0.041245267,0.25189662,-1.3769816,29.94777,0.07924237,0.5337398,0.77733934,31.002846,18.30004279954806,0.6998395561462137
062,-6.4284368,39.54997,-0.10064327,0.36944318,1.3266485,37.59306,-0.115940355,0.5718827,4.5006146,38.340134,-0.10394661,0.43571687,-0.2003911,38.775524,16.35953428880488,0.6712726981281096
063,-0.27686003,33.128414,-0.16869377,1.5617247,-10.380879,31.654446,-0.30026886,1.9243588,0.9505286,32.651684,-0.18478546,1.6858187,-3.235737,32.87837,17.750737029378072,0.4733385466340747
064,-1.6893718,28.647707,0.06839114,0.9697499,-2.340916,28.102491,0.043017905,1.10291,0.0748305,27.429983,0.13482152,1.3395267,-1.3184857,28.083027,19.152362564214034,0.563499713984386
065,-3.1696982,32.312267,-0.2682947,1.7653193,6.8233995,30.422874,-0.30327824,2.3157716,-3.708211,30.813908,-0.40366802,2.6836424,-0.01816989,31.567316,18.14604907144356,0.41293699700781006
066,-2.433175,25.221481,0.12165473,1.2456532,-2.7896733,24.475815,0.12748714,1.4461942,4.4672003,23.833218,0.1997603,1.8881292,-0.25188267,24.743208,20.26123336966213,0.4683874398384971
067,-0.14987744,13.144248,2.3236527,39.1383,2.4801497,13.297889,2.1708536,35.605755,0.6518611,11.68881,3.7003646,74.651184,0.9940444,12.778465,25.975027891633957,0.7067137899600469
068,0.61076516,22.38642,0.6941035,5.140253,-0.5982802,21.88575,0.71842104,5.507551,4.0250473,19.537193,0.91801256,10.342864,1.345844,21.395777,21.507092306121216,0.3601656193597093
069,2.9645674,36.44909,0.036269672,0.85179424,4.158888,35.020428,0.03995926,0.93874145,-5.1029363,34.14164,-0.05338635,1.4340572,0.6735063,35.455994,17.135443853642023,0.45177353705638595
070,-3.4936192,29.08096,-0.08136044,0.5647278,2.6797638,28.525688,-0.080714345,0.5779164,-4.464849,29.535822,-0.05595152,0.48198056,-1.7595681,29.222221,18.80082128401203,0.2896711734727509
071,-1.2799584,21.292862,0.23592022,5.296261,3.7622533,20.610662,0.26835296,5.890665,3.6747763,19.982967,0.28829968,7.7417192,2.052357,20.769888,21.739921018160228,0.594383494830955
072,7.9579,29.33962,0.12359953,1.905961,-2.8217077,28.758032,0.15084925,2.0425596,-1.2855942,29.129053,0.14780158,2.0328798,1.2835327,29.46376,18.736805511006988,0.5882867323111051
073,-0.13151583,18.058956,0.2276027,4.7149677,-0.17889893,17.871742,0.26154587,5.0906286,0.4617291,17.864069,0.28411248,5.1016474,0.050438114,17.934183,23.057136946798813,0.7654953448804669
074,-5.4195223,43.45826,-0.0727314,-0.38136554,-5.696335,42.143223,-0.059650246,-0.40487313,4.9679856,42.61277,-0.0925243,-0.4201765,-2.0492904,43.028755,15.445788537198942,0.12221930635834351
075,7.078685,34.50164,0.20402324,0.24241948,9.305627,31.903786,0.25439575,0.4351995,-2.495035,31.236378,0.32104823,0.56167436,4.629759,32.977516,17.681679147891,0.2831597133291454
076,0.7905634,14.309567,1.4870905,23.512451,-1.4815978,14.07982,1.5370328,25.483833,2.253255,13.043045,2.2331016,41.894905,0.5207402,13.906951,25.26008036300173,0.7993278190760557
077,7.6670604,39.36479,0.165805,0.03779769,-2.600715,35.371254,0.24782752,0.21925163,7.718053,35.077377,0.2509864,0.25688863,4.261466,36.976437,16.714998584365947,0.16702963607412782
078,1.2597301,16.26711,0.4833511,6.5247936,2.150293,16.119934,0.43620983,6.5833883,-0.846386,15.449443,0.6161041,10.369461,0.8545457,15.998882,24.036638205187852,0.5671905245739634
079,4.335711,25.20158,0.15253118,2.7740808,-3.110254,24.253622,0.17793076,3.3336701,4.109232,23.542095,0.1774932,4.3405323,1.7782295,24.586308,20.294278545610883,0.5528751990372386
080,0.20799257,25.819067,0.34278077,3.0925097,-2.185748,27.328484,0.34883967,2.1530113,2.1053956,23.521383,0.4447076,4.8255324,0.04254669,25.664331,19.944192619497876,0.5218578364387186
081,3.8525624,37.346066,-0.22427242,0.63969445,4.2013345,36.157616,-0.22869378,0.74515605,-7.9057307,37.165157,-0.28092688,0.89332175,0.049388725,37.319954,16.691973549887578,0.4223193457003378
082,-4.339489,36.848694,0.12872057,0.03778243,6.1020575,34.896507,0.14238851,0.08779359,6.4017553,34.78865,0.144495,0.15931392,2.7214413,35.87326,17.01046393143564,0.20543598533687932
083,-1.2631088,13.733589,0.7921742,12.815715,0.6938136,13.385249,0.8282414,13.014513,-2.2608845,13.620253,0.88199043,14.744759,-0.94339323,13.635813,25.416445403180703,0.7934296806062223
084,5.326,34.98083,0.021566994,0.38822985,-6.42099,34.605427,0.024424871,0.3689475,5.94271,33.55046,0.060756084,0.61442494,1.6159067,34.851616,17.27701945595094,0.4582442624536361
085,6.9714675,32.777664,-0.09126949,1.3894382,-3.32693,31.865232,-0.04242054,1.4074688,8.650677,32.53651,0.022806525,1.1751995,4.098405,32.825325,17.739443581672198,0.545038189105096
086,6.6434083,32.28704,0.02983201,1.0168514,-3.4237397,30.922468,0.017495956,1.3101072,8.855034,30.245966,-0.05053918,1.833302,4.024901,31.61824,18.06223871104823,0.47979284559792285
087,-3.176892,31.84078,0.01206449,0.27045107,3.3269796,30.259111,0.044697464,0.42631984,-2.2309737,28.616081,0.1359705,0.9497223,-0.69362867,30.402985,18.470219006908955,0.6874463680779432
088,-5.413779,35.08359,-0.102285154,0.36823893,6.0237527,32.067562,-0.21814309,0.7704699,-1.6553527,32.444405,0.09349797,0.7379153,-0.34845972,33.564846,17.612642261617122,0.3925076641435777
089,3.3630078,20.066633,-0.017460084,6.879224,1.941645,19.482267,0.020717125,7.5933533,1.4846596,19.898998,0.06486772,7.7963037,2.2631042,19.833622,22.1265832266735,0.5205151452584883
090,1.0862688,11.109717,1.1517988,18.196106,-1.0081702,10.877251,1.2367616,20.496693,1.587786,10.947154,1.3753859,22.315727,0.5552949,11.035895,27.263670441698565,0.9179422303074074
091,-7.375382,36.081734,-0.103799745,0.7389555,-7.79148,34.9987,-0.0904171,0.8237395,-7.421602,34.993374,-0.037165143,1.1143918,-7.529488,35.362133,16.967471380101436,0.4418846140434403
092,4.3742695,23.262934,0.30990013,2.0749006,-0.6337565,21.769562,0.37298834,3.0721207,-0.6222227,21.532701,0.42328137,3.78938,1.03943,22.326494,21.144990247967897,0.6222378394983251
093,-10.084886,40.962894,-0.2543548,-0.041349173,2.7864306,39.74718,-0.24454416,-0.09957743,-5.814131,41.758682,-0.15133789,-0.17956066,-4.370862,41.180676,15.788282325274771,0.25393845854621366
094,-5.3639803,36.815643,-0.038716484,0.51325107,-6.569459,35.179558,-0.040384963,0.67467713,-3.0131311,35.630733,-0.016584568,0.62822294,-4.98219,35.91232,16.94314163191057,0.4817134157254812
095,2.1634598,11.986569,2.6578696,49.14908,-1.5741527,11.456957,3.1247644,61.477196,-0.08986001,11.064539,3.9497507,83.79342,0.1664824,11.611018,26.832505231837658,0.7864539330908192
096,-1.1536008,34.837986,0.056451134,-0.1385603,-1.8320943,34.063152,0.0774749,-0.11709666,4.712622,34.270306,0.07030185,-0.11175895,0.57564247,34.517338,17.368850315559946,0.20883374292610343
097,0.92952794,27.610779,-0.41050008,0.1491363,-4.7976027,27.19367,-0.37111017,0.13567162,-4.787137,28.357475,-0.30441558,0.028639555,-2.8850706,27.855724,19.18617557197891,0.09704207046364015
098,-3.7476811,44.37437,-0.05983764,-0.38733363,6.6972413,42.154613,0.06289838,-0.25395536,9.299163,40.20723,0.15218867,-0.024281263,4.0829077,42.653957,15.492005793134012,0.0439196845192443
099,1.3394027,9.538756,5.0516405,114.964195,0.24413249,8.979404,6.521264,164.96303,1.5717738,8.935355,7.1763945,180.9293,1.0517696,9.173577,28.82331239966039,0.7131705125223428
100,6.877395,32.010548,0.014484867,0.62680197,-2.7050486,30.857508,0.011855845,0.9015932,-5.492908,31.815254,0.0061595123,0.89706254,-0.44018716,32.006657,18.025176454929216,0.24614676800152302
101,-0.9100597,13.089269,1.2691487,19.451986,2.1825795,12.639567,1.5885074,26.755512,-0.9737964,12.507638,1.7090894,28.42686,0.099574484,12.832758,25.964142206202176,0.6709404638669191
102,1.566395,29.365757,-0.04706587,0.48715687,-4.1923127,28.784914,-0.03175771,0.5024731,-3.6872978,29.086073,0.030897478,0.5484748,-2.1044052,29.196222,18.801766007690787,0.6837822500550329
103,1.229549,9.19294,5.5203896,133.11267,-1.2353942,8.973437,5.316345,128.54314,-0.23448882,8.821096,7.066294,185.24338,-0.08011132,9.053879,28.993769548608665,0.862969263054652
104,11.503671,28.221565,0.24127026,1.5527935,10.206378,26.999792,0.22996363,1.8421016,11.447186,27.001814,0.2903782,2.087016,11.052411,27.4203,18.715546667901652,0.29756898586775543
105,-2.0967772,27.785746,0.08440283,0.38362503,-3.2136457,26.86459,0.1045045,0.50264764,-2.2868717,26.54247,0.12591977,0.67449117,-2.5324316,27.073792,19.44198895774199,0.6032747036681103
106,-0.94016343,11.295952,2.6245828,51.304977,1.6443839,10.799342,3.1579978,65.266815,1.2056208,10.947029,3.1623068,63.270996,0.6366137,11.073804,27.230537949121466,0.722863167585358
107,-3.4016578,35.223034,0.085373074,0.67021537,6.83955,35.38852,0.039268147,0.55723166,7.7946515,33.79197,0.07201614,0.88381934,3.7441812,35.17555,17.157057383526833,0.495716596635539
108,1.9597954,27.877518,-0.054593217,0.71390915,2.5296302,26.501205,-0.050892092,1.1135654,4.473703,26.614159,0.060130745,1.0857515,2.9877095,27.026272,19.44232778600987,0.6786784746228061
109,1.6126868,29.236486,0.0059898547,0.35813093,-4.1441574,28.379772,0.04428905,0.53782606,3.2293458,28.096458,0.04765066,0.5540476,0.23262511,28.7497,18.95785303616051,0.34368362280479464
110,10.412836,34.29258,0.15119421,0.55159235,-0.67477316,32.604218,0.1422762,0.91795444,0.16932233,32.250225,0.11935428,1.2704968,3.3024616,33.442913,17.602576987432087,0.22490181694458208
111,-3.3166645,34.44892,0.12393461,0.6307945,5.2388034,33.087986,0.09159994,0.81218433,7.513892,31.606222,0.11905018,1.2605791,3.1453438,33.395214,17.618763756247475,0.43604132491120656
112,7.5516114,30.84047,0.15509625,1.0679145,-3.075061,28.855236,0.18445434,1.6177282,1.4924141,25.956848,0.1757385,3.485942,1.9896548,28.95025,18.877291986187114,0.3998970845472867
113,-0.116383694,17.172138,0.42839265,4.38287,-1.5028789,18.083221,0.2440696,2.325068,-0.067450896,15.281163,0.96485424,13.844255,-0.5622378,16.89899,23.568783885214188,0.6004706801561394
114,0.35520455,13.405792,0.41097787,5.367161,-1.3387167,13.153147,0.50173306,7.1408443,-1.8877451,13.0976515,0.6059429,8.7992935,-0.9570858,13.253967,25.66129864605054,0.8967270182450068
115,-0.6902793,18.594269,0.902274,10.027201,-0.4529624,18.28095,0.9331593,10.868344,0.253326,16.303944,1.3349651,20.187637,-0.29663858,17.759884,23.140789923181124,0.5140782915238052
116,2.1498013,31.252117,-0.04139851,0.30980873,-8.123973,29.750322,-0.20910205,0.7943404,2.8861172,30.236177,-0.0510394,0.58745265,-1.0293514,30.831665,18.346025972289304,0.34830916528125444
117,7.211599,27.219194,0.15558347,2.1143327,8.294543,25.362589,0.16126476,2.8411884,10.299589,23.994404,0.15639918,4.6727076,8.601911,25.591578,19.503995041770615,0.43921586544045815
118,3.0015283,27.944208,0.06633091,1.0015574,-2.303905,26.58595,0.07947729,1.6411896,3.9697235,25.544472,0.15996781,2.1524572,1.5557823,26.851604,19.536843653243952,0.455246759466444
119,-0.5698095,21.193382,0.3048406,4.5575566,-1.1141226,20.365078,0.3855407,5.1812925,0.13699616,19.43937,0.43421686,7.950904,-0.5156453,20.351675,21.956013509330408,0.6082691587271606
120,-5.2905016,37.192265,0.03443473,0.443007,-3.3371153,35.908016,0.01928502,0.5551779,7.1156855,35.223934,0.08769125,0.6097431,-0.50397706,36.525665,16.878014312716857,0.5834157886766628
121,8.450717,31.894066,0.118450224,1.0052958,-2.4846585,30.88257,0.111575946,1.2454543,-1.7319015,32.029655,0.09749639,1.0210552,1.4113855,31.997265,18.020104697232973,0.2894650728876386
122,4.204938,20.185986,0.5010583,5.511162,5.619037,18.817644,0.6179491,7.4221506,0.48973137,18.795124,0.6463118,8.84547,3.437902,19.39821,22.241257797274237,0.6791506176598879
123,-2.4808276,27.884102,0.07333423,0.716624,4.0927095,27.353113,0.055674747,0.7733879,2.5194387,25.72395,0.10435813,1.5622091,1.3771069,27.147749,19.444966411954177,0.456947589020654
124,-2.62248,25.543077,0.26475486,1.1489034,3.7737079,25.268208,0.24838871,1.1189156,-2.2810254,23.53199,0.39321566,2.3461971,-0.37659916,24.970526,20.181261743510333,0.28569940387436127
125,-6.3614573,25.585901,-0.10522882,1.2332973,-0.32619017,24.89895,-0.05814002,1.3639708,-7.0294147,25.836975,-0.033140782,1.0904145,-4.572354,25.621693,19.822495630403097,0.5696948032001753
126,-2.2212396,24.173237,0.085896,3.1778255,4.2917333,23.539328,0.09913833,3.4490428,3.060112,24.367968,0.108317934,2.652761,1.7102017,24.194944,20.43466670687738,0.19696742725222158
127,1.5801127,25.19401,0.26154804,4.2484207,10.749132,24.803596,0.2969807,3.8501744,2.2963161,22.769182,0.09829689,7.3660765,4.875187,24.633335,20.133479815469425,0.3789912685365358
128,-6.1018367,36.704037,-0.30212945,0.62399316,-6.2492795,35.817684,-0.2581681,0.5082252,-5.628257,36.955738,-0.22888787,0.4622674,-5.9931245,36.49671,16.770172974315894,0.3443906164820783
129,7.690257,35.47269,-0.053379316,0.43594718,-3.5012367,34.08204,-0.01846463,0.65789914,8.538832,35.03841,0.031865533,0.48255825,4.242617,35.298244,17.11344990287847,0.09055336577451371
130,-2.5857017,32.191822,0.27166986,0.9419813,9.07625,30.666845,0.29062372,1.1368961,-0.9242539,29.721474,0.29776245,1.451468,1.8554314,31.30349,18.20371752129764,0.10576066419077068
131,-5.3533278,34.053616,-0.09655553,0.8135464,-5.1572804,32.98148,-0.11783218,0.9363394,5.242405,30.690355,-0.10290713,1.678637,-1.7560678,32.97884,17.75379940977156,0.4185919647410005
132,-3.4796436,32.99937,-0.005232661,0.5037286,-6.353475,32.44899,-0.035244122,0.5482266,5.759974,31.874413,-0.05109436,0.89036226,-1.3577149,32.853184,17.791842974179122,0.3551447877180738
133,6.3284683,21.575214,0.50949925,4.685503,-0.302647,20.103445,0.6325858,6.8348837,1.0491116,19.609451,0.75882167,7.983121,2.358311,20.645628,21.777941295099875,0.3046098069309164
134,-6.129854,35.18082,-0.02499216,0.586807,7.4463763,34.872406,-0.002542923,0.5349331,-4.9512553,35.019035,-0.009355592,0.60413384,-1.2115777,35.5586,17.10687106976317,0.4029387762703242
135,-7.514941,38.854572,-0.104475185,0.09056258,-2.1395001,35.716255,0.048336707,0.2815249,-1.6293788,35.247818,0.093001045,0.4053285,-3.7612734,36.73782,16.783250326800612,0.5824606216067867
136,-2.328934,25.57329,0.21234988,1.9434662,-2.320218,24.89469,0.21554597,2.1900272,3.414209,23.791433,0.29315823,3.030703,-0.41164768,24.911356,20.20167075826877,0.6672039162451933
137,6.130522,41.814846,-0.06195296,-0.07402325,-5.401406,41.295593,-0.058687124,-0.08146477,-4.2687793,41.70712,0.03251719,-0.008632898,-1.1798877,41.928894,15.677097997594224,0.286802279236682
138,8.81947,28.839842,0.250184,1.2795649,-1.701746,29.192917,0.25083247,1.1238976,8.7240095,28.094498,0.27921495,1.5790567,5.280578,29.13416,18.70237426246487,0.43715538407261123
139,1.0510424,24.472425,0.1649198,4.975152,9.260737,23.524916,0.27265763,5.2715836,3.8166673,22.558723,0.15597065,7.2984953,4.709482,23.777527,20.44035511135541,0.3706802490439691
